GEOID20,District
34015050006,4
34015100006,2
34015100013,2
34015100017,4
34015100011,2
34015100014,2
34015050012,4
34015050008,4
34015015001,4
34029080002,4
34001010603,6
34001010601,6
34001010602,6
34001110005,6
34001010402,6
34001010403,6
34001010301,6
34001095201,6
34001095104,6
34001095103,6
34001055015,6
34001005101,6
34001055014,6
34001055001,6
34001055009,6
34001100201,4
34001055008,4
34001055007,6
34001100101,4
34001055002,6
34001085201,6
34001085301,6
34001010303,6
34001010203,6
34001010202,6
34001015401,6
34001015301,6
34001ZZZZZZ,6
34001010104,6
34001015101,6
34029080008,6
34029080014,4
34029085002,8
34009050002,6
34009050001,6
34029080007,6
34029080013,4
34029040001,6
34001025003,6
34001105204,6
34001105102,6
34001105103,6
34001040005,6
34001040001,2
34011020002,6
34011020001,6
34011010001,6
34001040006,2
34001105104,6
34011070608,2
34011050104,4
34011070602,2
34011070607,4
34011070609,4
34011015001,6
34033050004,4
34011070205,4
34011045002,4
34009030007,6
34009030015,6
34009020006,4
34009030001,6
34009020007,6
34001070201,6
34011045001,2
34001040002,2
34001105201,6
34001105203,6
34001040018,2
34001055004,4
34001070202,6
34009020003,4
34009055001,4
34001070102,6
34001070101,6
34001070203,6
34009030009,4
34009030004,4
34009030005,6
34009030006,4
34009030017,6
34009055008,2
34001030101,2
34009055012,4
34009005001,4
34009045004,4
34009055006,2
34009055002,2
34009055007,2
34009040401,6
34001105101,6
34009040403,6
34009040402,6
34011070606,4
34011070604,4
34011070601,4
34011070610,4
34001090204,6
34001095204,6
34001075001,6
34001080004,6
34009040201,6
34009040204,6
34009040203,6
34001105202,6
34011070406,6
34011070407,4
34011070102,4
34015025004,4
34001020001,6
34011070605,6
34011070103,2
34011070101,4
34001080003,6
34001090101,6
34001090102,6
34015025009,6
34001080002,6
34001080001,6
34001110003,6
34001060011,4
34001060007,2
34001060013,6
34011010002,4
34009040102,6
34009040202,6
34009040104,6
34009040103,6
34009040101,6
34007180304,6
34007180405,6
34007180403,6
34007180201,6
34011035003,6
34033050003,2
34033050002,4
34011010003,4
34011050506,4
34011050503,4
34011050501,4
34007075035,4
34007075018,4
34007075036,4
34007075031,4
34007075019,4
34007075030,4
34007075020,4
34007180306,6
34007180401,6
34007075034,4
34007140005,4
34007140003,4
34007075017,4
34007075014,4
34007075023,4
34015055213,6
34015055415,6
34015055203,6
34015055201,6
34015055209,6
34007180402,6
34007180301,6
34011010004,4
34011025001,6
34015055319,6
34015055302,6
34015055216,6
34015055312,6
34015055214,6
34011025002,6
34011065003,6
34011025004,6
34015055318,6
34001025001,4
34001060003,4
34001025002,4
34015025010,4
34015055404,6
34015055405,6
34015025006,4
34007140002,4
34007050001,4
34001020002,6
34011050102,4
34011050101,6
34007145001,4
34007050002,4
34001115001,2
34001060005,4
34001085101,6
34015055411,6
34015055425,6
34015055408,6
34015055421,6
34007180102,6
34007180103,6
34007180305,6
34007180303,6
34007180205,6
34007025001,4
34007180203,6
34007175002,6
34007110005,4
34011050103,6
34007110002,4
34007100002,4
34007100001,4
34033000501,6
34033045001,6
34033000704,4
34011035001,6
34011065001,4
34011065004,6
34015015006,4
34015040008,4
34015120003,4
34015045001,4
34015080003,4
34015120008,4
34033035002,4
34015120007,4
34015045003,4
34015025003,6
34015025011,4
34015025002,4
34011055001,6
34011005301,6
34033055002,6
34033005501,6
34033045003,6
34033075002,6
34011005201,6
34011005302,6
34011005101,6
34011035002,6
34011005305,6
34011005304,6
34011005303,6
34033045002,4
34015080001,4
34015120001,4
34011050504,6
34011050505,4
34015100004,4
34015050009,4
34015050007,4
34015050011,4
34011005401,6
34011005402,6
34011005501,6
34015040007,4
34015040009,4
34033050005,4
34033050006,4
34015030004,4
34015040006,4
34015040005,4
34015040003,4
34015040001,4
34011065002,4
34015020002,4
34033010001,4
34015020003,4
34011005202,6
34011005203,6
34015065001,4
34015005004,2
34015025008,4
34015025001,2
34011070206,4
34015015005,4
34015035006,4
34015120006,4
34015120004,4
34015085001,4
34015085002,4
34015045004,4
34015120005,4
34033075001,4
34015045002,4
34033035001,4
34033004003,4
34033004002,4
34033040001,4
34033000705,4
34015035003,4
34011050303,4
34011050302,4
34011050502,6
34011070401,4
34011070402,2
34011070303,4
34011070302,4
34011070506,4
34011070505,2
34011070504,4
34011070503,2
34011070204,4
34011070202,4
34011070301,4
34011070106,2
34011070201,4
34011070104,4
34011070203,4
34011050202,6
34011050402,4
34011050403,4
34011050401,6
34011070603,2
34011050301,6
34011050201,6
34011070403,2
34011070105,2
34011070501,2
34011070502,4
34011070404,6
34011070405,4
34015050005,4
34015050003,4
34015090001,4
34015090002,2
34015030013,4
34015030001,4
34015030007,4
34015075005,4
34015075003,4
34015030008,4
34015020004,4
34015020001,4
34015005003,4
34015005001,4
34015030011,4
34015005005,2
34015030002,4
34015030005,4
34015075006,4
34015075001,4
34015030009,4
34015005002,2
34015030003,2
34007180404,6
34015005006,4
34015030010,2
34015030012,2
34015090004,4
34015090005,4
34015050002,4
34015055122,4
34015055123,4
34015090037,4
34015090038,4
34015090039,4
34015055326,6
34015055306,6
34015055107,6
34015055117,4
34015010014,2
34015010005,2
34015055120,6
34015055124,6
34015090034,2
34015090018,4
34015090029,4
34015090003,2
34015090028,4
34015090036,4
34015090016,2
34015090017,2
34015090009,2
34015090010,4
34015090027,4
34015090026,4
34015090025,4
34015090024,4
34015090023,4
34015090012,4
34007075039,4
34007075008,4
34015090006,2
34015010001,2
34015010003,2
34015090035,4
34015090033,4
34015090031,4
34015090032,4
34015030006,4
34015075002,4
34015115002,2
34015115001,2
34015100012,2
34015115004,2
34015010011,4
34015100018,4
34015010013,4
34015100019,2
34015095002,4
34015050004,4
34015095001,2
34015010012,4
34015115003,2
34015095003,4
34015055210,6
34015090030,4
34015090022,4
34007110006,4
34007075028,4
34007075040,4
34007075037,4
34007075038,4
34007140004,4
34007075029,4
34015090007,2
34007075007,4
34007075005,4
34007075010,2
34007075027,4
34007075033,4
34007140006,4
34015090015,4
34015090013,4
34015090011,4
34015090020,4
34015090014,2
34015090021,4
34015090019,4
34007075032,4
34007160005,4
34009045001,4
34009055015,6
34009055011,6
34009055010,4
34009055005,6
34009020002,4
34009045003,4
34009030012,4
34009030008,4
34009005003,4
34009005002,4
34009030011,6
34009030010,4
34009010005,6
34009010004,6
34009055014,6
34009055003,6
34009055004,6
34009030018,4
34009020004,6
34009020001,6
34009030003,4
34009030002,4
34009055009,6
34009025108,6
34009025102,6
34009055013,6
34009020008,4
34009080002,4
34009080001,6
34009035102,6
34009035101,4
34009030016,4
34009020005,4
34009035204,4
34009035203,4
34009075004,6
34009075005,6
34009075002,6
34009075001,6
34009025302,6
34009030014,6
34009030013,4
34009075003,6
34009025301,6
34009025107,6
34009035202,4
34009035201,4
34009140004,6
34009140003,6
34009065001,4
34009140002,6
34009025204,6
34009025203,6
34009010003,6
34009060001,6
34009010001,6
34009010002,6
34009025306,6
34009025309,6
34009025307,6
34009025308,6
34009025202,6
34009025206,6
34009025210,6
34009025104,6
34009025106,6
34009025304,6
34009025305,6
34009025207,6
34009025101,6
34009025303,6
34009025201,6
34009025209,6
34009025208,6
34009025109,6
34009025105,6
34009060002,6
34009025205,6
34009025103,6
34009140005,6
34009140001,6
34009035104,4
34009035103,6
34009040105,6
34009040302,6
34009040303,6
34009040304,6
34009040205,6
34009045002,4
34009040405,6
34009040305,6
34009040404,6
34009040301,6
34001042203,6
34001065004,6
34001042102,6
34001060008,4
34001115002,2
34001060001,4
34001060012,4
34001060002,4
34001060006,4
34001060009,4
34001040010,6
34007180204,6
34001025004,6
34007180101,6
34001065005,6
34001065006,6
34001055003,4
34007175005,6
34007175001,6
34001065007,6
34007025005,6
34007180302,6
34007175008,6
34007030002,6
34005065022,6
34007025003,6
34001040012,6
34001060010,4
34001055010,6
34001055011,4
34001055017,4
34001055006,4
34001055012,4
34001040011,4
34001040019,6
34001040009,4
34001040020,4
34001040015,6
34001055013,4
34001040017,6
34001040022,2
34001040021,6
34001042201,6
34001055016,6
34001055005,6
34001040016,6
34001040003,2
34001005202,6
34001005203,4
34001090202,6
34001040014,4
34001095102,6
34001095101,6
34001090203,4
34001040008,4
34001005102,6
34001095203,6
34001095202,6
34001040013,6
34001005103,4
34001005201,6
34001040007,6
34001042101,6
34001042202,6
34001060004,4
34001090104,6
34001110002,6
34001090103,6
34001110004,6
34001090201,6
34001110001,6
34001010604,6
34029003001,8
34029003011,8
34029150001,8
34029102003,8
34029080004,4
34029080006,4
34029080010,4
34029150015,8
34029080012,4
34029080016,6
34029080009,4
34029085001,8
34029140001,8
34029150002,8
34029155001,8
34029150003,8
34029045001,8
34029080015,4
34029015001,8
34029150014,8
34029080003,4
34001015201,6
34001010101,6
34001010103,6
34001010201,6
34001010102,6
34001010304,6
34029003013,8
34029150009,8
34029150019,8
34029003009,8
34029150007,8
34029150010,8
34029150008,8
34029150020,8
34029150004,8
34029150013,8
34029003010,8
34029150021,8
34029150016,8
34029150017,8
34029150012,8
34029150006,8
34029003003,8
34029150011,8
34029003015,8
34029003014,8
34027045201,1
34027195004,1
34027045101,1
34027195003,1
34027045203,1
34005150005,6
34005150004,6
34005150003,6
34029115002,6
34027065002,12
34027025001,5
34027095004,5
34027095003,3
34027082006,5
34027065003,12
34027082005,11
34039005003,11
34039005010,11
34039005004,5
34039005002,5
34027082004,12
34035100009,12
34035105004,11
34035105001,11
34035105002,11
34035100008,12
34039005005,11
34027082003,12
34027100002,1
34027100003,1
34027195005,1
34035100001,3
34035100010,5
34035010020,3
34035010018,3
34035010014,1
34035010013,1
34027045102,1
34027045103,1
34027160005,1
34027160007,1
34027160006,1
34027045303,1
34027045202,1
34027045302,1
34027045403,1
34027045401,1
34027045301,1
34027045402,1
34027175103,1
34027160016,1
34027160002,3
34027175102,1
34027185001,1
34027175101,1
34027175104,1
34027170005,1
34027040301,1
34027040403,1
34027170003,1
34027040203,1
34027065001,12
34027110012,12
34027110021,5
34027110015,12
34027160010,1
34027160011,1
34027180201,1
34027100001,1
34029115005,6
34027110010,5
34027110009,5
34027110007,5
34027110008,3
34027120404,3
34027120102,3
34027120101,3
34027110006,3
34027120104,5
34027120201,5
34027110004,1
34027110003,3
34027060001,1
34027060008,1
34027060002,1
34027060003,1
34027110023,3
34027145001,1
34027040401,1
34027145002,1
34027145039,1
34027145004,1
34027040402,1
34027170004,1
34027040202,1
34027040302,1
34027040303,1
34027115001,1
34027115004,1
34027115006,1
34027115002,1
34027145006,1
34027145009,1
34027145037,1
34027145012,1
34027145010,1
34027145005,1
34027145008,1
34027145007,1
34027125005,1
34027040101,1
34027125001,1
34041065001,7
34041045001,7
34041065002,7
34041020003,7
34041020002,7
34041020004,7
34041020005,7
34025160004,6
34025205001,6
34025160003,6
34027180205,1
34027180202,1
34041020001,7
34037115001,7
34041030002,7
34041060001,7
34041030001,7
34041005004,9
34041005001,7
34041005002,7
34029115003,6
34029115006,8
34029115004,8
34029055024,6
34005095001,1
34005095002,1
34005020001,5
34027180204,1
34027013004,1
34037100002,7
34037100001,7
34037050002,7
34041005003,7
34037040002,7
34027135017,7
34027135020,7
34037040003,7
34037040004,7
34037035002,7
34037010006,9
34037020002,7
34037040001,9
34037020001,7
34027140001,5
34037095001,5
34037095002,3
34027140002,1
34037095003,3
34037020005,5
34027180101,1
34027180105,3
34037020004,5
34037060012,1
34037060006,1
34027180104,1
34027180102,1
34027180103,1
34037090002,3
34037090005,3
34037090014,3
34027130003,3
34027130002,3
34027130001,1
34037060004,1
34027070002,1
34027070003,1
34027070001,3
34027195002,3
34027175301,5
34037030002,7
34037030003,7
34037055007,7
34037055006,7
34037055005,7
34037045001,7
34027195001,1
34027175202,3
34027175201,1
34027175203,1
34027175304,3
34027175303,3
34027175302,3
34027170002,1
34027175204,1
34027070009,5
34027070010,5
34027170001,1
34027175403,1
34027175503,1
34027175501,3
34027175502,1
34027040201,1
34027180203,1
34027095002,1
34027035003,1
34027035004,1
34027040103,1
34027175504,1
34027180301,1
34027180304,1
34027180302,1
34027175601,3
34027175602,5
34027040102,1
34027135015,5
34027135008,3
34027180306,3
34027180305,1
34035000006,11
34035070005,11
34035070008,11
34035005002,1
34035025008,1
34027010003,3
34027175604,5
34027175603,7
34027070011,7
34031075001,9
34027070013,7
34037055004,7
34037110009,9
34037110012,9
34037110007,9
34037025004,7
34037025003,7
34003305012,11
34003305008,9
34003080004,11
34003040003,9
34003040002,9
34003305011,9
34003305010,9
34039060402,11
34035070015,11
34039060403,11
34035070013,11
34035070011,11
34035070006,11
34023085101,11
34035045001,11
34035045002,11
34003045003,9
34003045002,9
34003075102,9
34003075103,9
34003075101,11
34003075302,9
34003305005,9
34023015001,11
34023015002,11
34023085105,11
34023085102,11
34023085104,11
34023015005,11
34023015004,11
34003075301,9
34003075104,9
34003015009,9
34003075303,9
34003075304,9
34003300013,9
34003075404,9
34003265002,9
34003215001,9
34003215002,11
34003075402,9
34003075401,9
34003300014,9
34041060004,7
34041080005,7
34041080006,7
34041040002,7
34041040003,7
34041060003,7
34019090001,1
34003015012,9
34003300017,9
34003300015,9
34003300023,11
34003300016,9
34003300012,9
34003015011,9
34003300009,9
34003300010,9
34003300011,9
34037110017,9
34037110003,11
34003300008,9
34037110016,9
34037110020,9
34003220002,7
34003190001,7
34003220001,7
34037110006,9
34037110008,11
34041040005,7
34027190007,9
34041040006,9
34041040004,7
34041060002,7
34003300007,9
34003115506,9
34003260008,9
34003260006,9
34003260005,9
34003260004,9
34003115502,9
34023085401,11
34023085403,12
34023085107,11
34023085109,11
34003115504,9
34003115505,9
34003115304,9
34003115501,9
34003115405,9
34003115503,9
34003180004,11
34003115404,9
34003115403,7
34003115402,9
34003170006,7
34003170005,7
34003170001,9
34003270003,7
34003270004,7
34003230001,9
34003230006,7
34003230015,7
34003170007,7
34003285004,7
34003285005,7
34003270001,7
34003270002,7
34003285006,7
34003110007,5
34003255019,5
34003085004,5
34003085003,5
34003230016,7
34003285007,7
34003285008,7
34003285002,7
34003285003,7
34003285009,7
34003085009,5
34003285011,7
34003085008,7
34003067009,7
34029090016,8
34029090026,8
34003067008,5
34003067001,5
34003067010,5
34003067002,5
34003320002,5
34003320003,5
34003320001,5
34003005001,5
34003005002,5
34003067003,5
34031040303,5
34031040313,3
34023085201,12
34023055007,12
34023055008,12
34023055005,12
34023085307,12
34023085209,12
34023085202,12
34023085203,12
34023085206,12
34023085205,12
34031040309,5
34003085023,5
34031040505,3
34031040607,3
34031040606,3
34031040301,3
34031040608,3
34031040603,3
34031040605,3
34031020301,5
34031020103,5
34031020302,5
34031020202,5
34031020203,5
34031020401,5
34031040507,3
34031040602,3
34031040509,3
34031040611,3
34031040601,3
34031040609,3
34031040212,3
34031040211,3
34031040109,5
34031040101,5
34031040102,3
34031040104,3
34031010206,3
34023085306,12
34023085303,12
34023085302,12
34023085301,12
34023085305,12
34023085410,12
34023085404,12
34031040210,3
34031080005,1
34031040209,3
34031040508,3
34041070002,5
34041080001,5
34041115004,3
34041080002,3
34031075011,11
34031075012,11
34031075013,11
34023065112,8
34023065115,10
34023040004,10
34023065111,8
34023105001,6
34023040001,10
34019115001,5
34019035005,5
34019085003,5
34023070606,12
34023070604,12
34023070603,12
34023070602,12
34023070605,12
34023070503,12
34023070502,12
34023070501,12
34023070601,12
34035040326,5
34035050007,3
34031075010,11
34037110015,9
34031055003,11
34003165008,9
34003165009,11
34031060003,1
34031080002,1
34031080001,1
34031080004,3
34031080003,3
34031060001,1
34031070206,1
34031070205,1
34031070207,3
34031060005,1
34031040208,3
34031040207,3
34031060006,1
34031060002,1
34031060004,1
34031070403,1
34031070505,3
34031070404,3
34031070501,3
34031070502,3
34031070405,1
34031070406,3
34031070102,1
34031070201,1
34031070203,1
34031070202,1
34031070204,1
34031070101,1
34031070106,1
34027080401,1
34027080402,1
34027080201,3
34031070103,1
34027155004,1
34027155003,3
34027155002,3
34027155001,3
34013037005,1
34013037002,1
34027080301,1
34027080101,1
34027080202,1
34027080302,1
34013037003,1
34031075003,7
34031075004,7
34031075005,7
34031075002,9
34031075006,7
34027075003,7
34031005001,5
34027165002,3
34031005002,5
34031005005,7
34027105008,1
34027105006,1
34027105014,1
34027105017,1
34027105003,1
34027105012,1
34027105004,1
34027105011,1
34027105018,1
34027105007,1
34027105016,1
34027075004,5
34027075001,5
34027105015,1
34027145032,1
34027075007,3
34027010005,3
34027010004,3
34027105001,1
34027005201,1
34027005202,1
34027005401,1
34027005302,1
34027010002,1
34027005301,1
34027005102,1
34027005101,1
34027005402,1
34027145018,1
34027010001,1
34027125002,1
34027125003,1
34003080003,11
34003080002,11
34003075201,11
34003095010,12
34003095014,12
34003080001,11
34003075202,11
34003075403,11
34003095012,11
34003075203,11
34003075204,9
34003300020,9
34003300019,11
34003300022,9
34003300018,9
34003300021,11
34003300005,11
34003300004,11
34003300006,9
34003245004,7
34023065104,10
34023065212,10
34023065211,10
34023065105,8
34023065102,10
34023070403,12
34023070203,12
34023070401,12
34023070405,12
34023070504,12
34023065113,8
34023065208,10
34023065205,10
34023065101,10
34003020001,9
34003115305,7
34003115101,7
34003115102,7
34003115302,7
34003115303,9
34003115104,7
34003115301,7
34003115201,9
34003115401,9
34003115204,7
34003115205,9
34003115203,7
34003115202,7
34003155012,7
34023070207,10
34023070205,12
34023070206,12
34035040544,12
34035040545,12
34023070404,12
34003125006,7
34003125007,9
34003125008,9
34023075001,10
34023075006,10
34003155001,9
34003155011,7
34003155010,7
34003155009,9
34003285001,7
34003060001,7
34003025001,9
34003025002,7
34003105503,7
34003105502,5
34003105501,5
34003325003,5
34003105101,5
34003295001,7
34003105301,5
34003105103,5
34003105302,7
34023020004,10
34023075007,10
34023075013,10
34023075004,10
34023075016,10
34023075010,10
34023020027,10
34023105004,8
34023020034,10
34023075020,10
34023075023,10
34023075024,10
34023065107,10
34041115003,5
34041110001,3
34041115005,3
34041110002,1
34041085001,3
34003105402,7
34003105403,7
34003105201,5
34003105202,5
34031010308,3
34003105401,5
34003195009,7
34003160004,7
34003195010,7
34031010405,5
34031010401,5
34031010404,3
34031010304,3
34031010301,3
34031035205,5
34031035206,5
34023065215,8
34023065210,8
34023065109,10
34023065110,10
34023010003,6
34023010001,6
34031010306,3
34031010202,3
34031010204,3
34023075011,10
34023065114,8
34023065214,8
34031040610,3
34013080206,5
34031010123,5
34023065117,8
34023065116,8
34025255003,2
34025255001,2
34027135014,5
34035065019,2
34035065016,2
34027135018,5
34027135012,3
34025210006,10
34025210003,10
34025215001,10
34025165002,10
34025215002,10
34023030001,10
34023020010,8
34023020023,10
34027190002,3
34027190004,3
34027190001,1
34027190005,5
34027190003,5
34023065201,10
34023020039,10
34023020036,10
34023020014,10
34023020031,10
34023020038,10
34023020011,10
34023020003,12
34023115004,12
34023060002,10
34023060004,10
34023060008,10
34023060006,10
34023060009,10
34023060007,12
34023060001,10
34023060003,10
34031010210,3
34031010203,3
34031010207,3
34031010209,3
34031010205,1
34031010208,3
34031010114,3
34023020019,12
34023020032,10
34023020015,10
34023070204,12
34023070201,12
34023070202,12
34023070103,12
34023070102,12
34023070101,12
34023095030,12
34023095010,12
34023025012,12
34023125201,12
34023035013,12
34023035007,12
34023035008,12
34023025027,12
34023085406,12
34023025031,12
34023085405,12
34023085407,12
34023085208,12
34023085409,12
34023085402,12
34023110015,11
34023025077,12
34023025071,12
34023025005,11
34023025003,11
34023085103,11
34023110007,11
34025160007,6
34025255002,2
34021060003,2
34021005007,2
34021065016,2
34021005001,2
34021005014,2
34023110014,12
34023110006,11
34039060307,11
34039060306,11
34039060405,11
34035070009,11
34039060401,9
34039060404,11
34023075014,12
34023070402,12
34039060310,9
34035105005,5
34035070001,9
34023005009,10
34039045701,10
34035105003,11
34035070004,11
34035070002,9
34035070014,11
34039005011,5
34039005008,5
34039005006,5
34027025008,5
34039055004,3
34039055005,3
34039005009,3
34027025007,3
34027025002,5
34027025003,3
34039055010,3
34039055007,3
34039055008,3
34027025009,3
34013060016,3
34013060005,3
34013050010,1
34013050017,3
34027085003,5
34027055006,3
34027110005,3
34027085014,3
34027060007,3
34031080006,3
34025090003,10
34031080007,3
34027060004,1
34027060006,1
34031025003,1
34031025007,3
34031025009,3
34031010121,3
34031025006,1
34031025002,1
34031025001,1
34013065201,3
34027050007,1
34027060005,1
34027145011,1
34027145015,1
34027145013,1
34027145016,1
34027145017,1
34027145024,1
34027145020,1
34027145014,1
34027125004,1
34027145003,1
34027145019,1
34027060009,1
34013025008,1
34031025008,1
34031025004,1
34013025001,1
34013025002,1
34023040002,10
34023065202,10
34023040003,10
34031025005,1
34023065209,10
34023065203,10
34023065204,8
34023065308,10
34023065213,10
34023065207,8
34023065206,10
34027145023,1
34027145021,1
34027145028,1
34025160002,8
34025130018,10
34025080023,10
34025080019,10
34027145022,1
34027145038,1
34027145025,1
34027145030,1
34027145029,1
34027145031,1
34027145033,1
34027145034,1
34027105010,1
34027105009,1
34027050005,1
34027050006,1
34027145026,1
34027105002,1
34025160005,8
34025160001,8
34025160006,8
34029055020,8
34029055023,8
34027105013,1
34027105005,1
34029070040,8
34029070002,8
34029070025,8
34029070010,8
34013037004,1
34013075002,1
34013110102,3
34013027S06,5
34013110103,3
34019130002,5
34021010024,5
34021010026,5
34021010019,3
34021030002,5
34005192011,2
34005045001,1
34005155003,2
34005045002,2
34005045003,1
34005155002,2
34005155004,4
34005050101,1
34005050104,4
34005050103,2
34005050302,4
34005155008,4
34005050105,4
34005050102,2
34005050205,4
34005050106,4
34005050303,4
34005115009,4
34005050305,4
34005040011,4
34005040013,4
34005040012,2
34005040009,2
34005040010,4
34005040001,1
34005050301,4
34005050306,4
34005080002,6
34005080003,6
34005115006,4
34005115010,4
34005115003,4
34005115004,4
34005115005,4
34005115008,4
34005115007,4
34005115002,4
34005115011,4
34005125006,4
34005125008,4
34005100015,4
34005100016,4
34005065007,6
34005065021,6
34007043017,4
34007043045,4
34005125003,4
34007043007,4
34007043043,4
34007043016,4
34007043027,4
34007043044,4
34007043026,4
34007043039,4
34041110003,1
34041085002,3
34041105003,1
34041105002,1
34041105001,1
34041110004,1
34021030010,2
34021030009,3
34021030007,3
34021030004,3
34021030001,1
34021040002,1
34021030012,1
34021055W02,1
34021010010,2
34021010009,2
34021010006,1
34007043011,4
34007043031,4
34007043042,4
34007043040,4
34007043037,4
34007043022,4
34041050002,5
34041115001,5
34041115006,3
34041105004,1
34041110006,1
34023090008,2
34023090009,2
34023090002,2
34023090010,2
34023090004,2
34023090006,2
34023105026,2
34041025002,1
34019010004,1
34019065001,1
34023105015,2
34023010002,2
34019125002,1
34019125003,1
34019010001,1
34019010003,1
34041025001,3
34019125001,1
34021005003,6
34007043018,4
