GEOID20,District
34005100011,4
34005100018,4
34005100009,4
34005100001,4
34005100004,4
34023105029,6
34023105028,8
34035040328,5
34035040324,12
34035040329,5
34035040425,12
34023090005,2
34023105003,2
34023105027,2
34023090001,2
34023090007,2
34023065108,10
34021050015,2
34021065009,2
34021065006,2
34021050016,2
34021050019,2
34023090013,2
34021050017,2
34021050018,2
34021050013,2
34005115001,4
34023105023,2
34023105030,2
34023105002,2
34023105017,2
34023105014,2
34023105013,6
34023105010,2
34023105025,2
34023105019,2
34023105020,2
34019085004,5
34019130001,3
34019035001,3
34019085002,5
34019040002,3
34019035003,5
34019035004,3
34019080002,3
34019035002,1
34021050011,2
34021050012,2
34021050014,2
34021060001,2
34021065013,2
34021065003,2
34021050021,2
34021050020,2
34019040001,3
34019040005,3
34021050007,2
34021050010,2
34021050008,2
34021065002,2
34021050005,2
34021050009,2
34019105018,1
34019045003,2
34019105011,2
34019105010,1
34019105016,2
34019080001,3
34019050002,1
34019105005,1
34019105003,1
34019050003,1
34019005002,3
34021050003,2
34021050002,2
34021065004,2
34021050001,2
34019050001,1
34019125004,1
34019110006,2
34019030007,1
34019030001,1
34019030011,1
34019040004,1
34021030006,1
34019105013,2
34019040003,1
34019105008,2
34035050030,2
34021025002,1
34021025001,1
34035050008,2
34035065003,2
34035065004,2
34019110011,1
34035025012,1
34019110001,1
34019070001,1
34019095004,1
34019095005,1
34019095003,1
34041110005,1
34019095001,3
34019020001,1
34019095002,3
34027190012,5
34041095201,5
34041095101,5
34041100001,5
34041095401,5
34019005001,5
34019005003,3
34019005004,3
34019095006,3
34041080003,3
34035030023,1
34035030010,1
34035010016,3
34023105016,2
34007043019,4
34007043020,4
34007043013,4
34019085001,5
34021030003,5
34035040101,2
34035085001,2
34035065001,2
34019100001,5
34005030010,1
34005075301,1
34005075302,1
34019080004,5
34019080003,5
34035065013,2
34021050022,2
34035065002,2
34035065014,2
34035065015,2
34035065018,2
34019075001,5
34041100002,5
34019075004,5
34005040016,4
34005040017,4
34005040015,2
34005040014,2
34005040002,2
34005040019,4
34007085009,4
34007043048,4
34005040005,2
34005040018,4
34005040003,2
34005040008,4
34005040020,4
34005160001,1
34007055010,2
34007040206,2
34007185002,2
34007040204,2
34007055009,2
34007040205,2
34007077203,2
34007077103,2
34007077201,1
34007077101,1
34007077102,2
34007077202,2
34007077302,2
34007040203,2
34007040211,2
34007040202,2
34007040201,2
34007135005,2
34007040303,2
34007135020,2
34005140007,2
34005140006,2
34005140005,2
34005140004,2
34007135006,2
34007135004,2
34007135016,2
34007040308,2
34007040407,2
34007040408,2
34007040409,2
34007040305,2
34007040301,2
34005140008,1
34005140009,1
34005040007,2
34007020005,2
34007020006,2
34007125004,2
34007077301,1
34005100008,4
34005100006,4
34005100005,4
34005100014,4
34005100007,4
34007135019,2
34007135012,2
34007135007,2
34007040106,2
34007040107,2
34007040110,2
34007040109,2
34007040108,2
34007040105,1
34007040102,1
34007040101,2
34007120003,2
34007135010,4
34007135011,2
34007120001,2
34007043008,4
34007120002,4
34007040103,2
34007040410,1
34007040401,1
34007185001,2
34007040207,2
34007080014,2
34007080001,2
34007085008,2
34007043021,4
34007043025,4
34007043012,4
34007080006,2
34007125001,2
34007005003,2
34007010001,2
34007125002,2
34007040208,2
34007040209,2
34007135023,2
34007135017,4
34007040210,2
34007090007,4
34007090006,2
34007040403,2
34007040104,2
34007135013,2
34007043010,4
34007085003,4
34007085007,4
34007085001,4
34007085002,4
34007043024,4
34007043015,4
34007043041,4
34007043023,4
34007043003,4
34007043004,4
34007043006,4
34007043001,4
34007080012,4
34007080015,2
34007080010,2
34007080009,2
34007055007,2
34007080013,2
34007080008,2
34007043009,4
34007135024,2
34007080011,2
34007080003,2
34007080002,4
34007080005,2
34007130004,2
34007055003,2
34007005008,2
34007005004,2
34007090001,4
34007085005,4
34007090004,4
34007005007,4
34007085006,4
34007055002,2
34007080007,4
34007055012,2
34007055004,4
34007055008,2
34007135015,2
34007055006,2
34007130002,2
34007055005,2
34007130003,2
34007080004,2
34007005001,2
34007005005,2
34007043032,4
34007085010,4
34007090005,4
34007055011,2
34007040304,2
34007005006,4
34007005002,4
34007135022,4
34007040306,2
34007040406,2
34007040307,2
34007040309,2
34007040302,2
34007135002,2
34007135021,4
34007135008,4
34007135001,2
34007043038,4
34005100013,4
34005100003,4
34005100010,4
34005100012,4
34005100002,4
34005100019,4
34005100017,4
34005160003,1
34005140003,2
34005140002,2
34005040006,2
34005140001,2
34005160002,2
34005040004,2
34019075005,5
34019075003,3
34019015001,3
34041035002,3
34019010002,3
34041035004,3
34041025003,3
34041035001,1
34019075002,3
34041010002,3
34041075003,3
34041075002,5
34041050001,5
34041010001,3
34019055001,5
34041035003,3
34041075001,3
34041015002,5
34041015003,3
34041115002,3
34041075007,3
34041095301,3
34041095601,3
34041100004,3
34041100003,3
34041095702,3
34041095703,3
34041095701,3
34041075006,3
34041095602,3
34041095502,3
34041075004,3
34041075005,3
34041095501,3
34041015001,5
34005015301,3
34005015201,3
34005020007,1
34005015102,3
34005020005,1
34005020006,1
34005020004,2
34021015014,5
34005020002,3
34005020003,3
34005035001,2
34005015101,3
34005020008,1
34005035002,1
34029115001,2
34005130001,2
34005135001,2
34005175001,2
34005150006,6
34005055007,2
34005095008,2
34021005006,2
34005095006,2
34005200002,2
34005175003,2
34005150010,6
34021015049,2
34021015031,2
34021015024,3
34021015037,3
34021015008,3
34021015046,1
34021015029,3
34021015063,1
34021015038,1
34005150007,6
34005150008,6
34005170001,6
34025255004,2
34021035015,2
34021035011,2
34021035014,2
34021035013,2
34021035019,2
34021035012,2
34021035016,2
34021035017,2
34021035018,2
34021035002,2
34021035008,2
34021015052,2
34021060008,2
34021060002,2
34021060005,2
34021015025,2
34021015007,2
34021015033,2
34021015001,2
34021015047,2
34021015060,2
34021015051,1
34021015061,2
34021015064,1
34021015035,2
34021015006,2
34021015041,2
34021015026,2
34021015016,2
34021010018,3
34021015023,1
34021015017,2
34021015013,2
34021055S01,2
34021055E05,1
34021055S04,2
34021015011,3
34021055S09,5
34005015103,3
34005070001,5
34005095003,1
34005080005,6
34005080001,6
34021015032,2
34021015044,2
34021015021,2
34021015058,2
34021055W11,1
34005075103,2
34005075202,2
34005075101,1
34005075102,2
34005075201,1
34021015010,2
34021015036,2
34021015056,2
34021015019,2
34021015002,2
34021015043,2
34021015042,2
34021060004,2
34005030011,2
34005030012,2
34005030013,4
34005030016,4
34005030017,2
34005075303,1
34021065015,2
34021065007,2
34005075203,2
34005175002,2
34005055001,6
34005055002,6
34005120004,6
34005055004,6
34005055003,6
34005155001,2
34005115014,4
34005115018,4
34005050201,4
34005050206,4
34005115017,4
34005115019,4
34005050202,4
34005050203,4
34005050304,4
34005125014,6
34005125025,6
34005125005,6
34005125018,6
34005090005,6
34005030014,4
34005030008,4
34005025303,4
34005030009,4
34005030018,4
34005030015,4
34005190005,6
34005120007,6
34005125024,6
34005125019,6
34005120006,6
34005120005,6
34005060002,1
34005060003,2
34005125002,4
34005115020,4
34005192034,4
34005192036,4
34005192035,4
34005120001,6
34005190003,6
34005120002,6
34005090002,6
34005950010,6
34005125016,6
34005125027,6
34005105006,6
34005090001,6
34005125020,6
34005080004,4
34005090004,6
34005190002,4
34005190001,4
34005105005,6
34005105002,6
34005125021,6
34005125022,6
34005125023,6
34005190004,6
34005105015,6
34005125012,4
34005125004,4
34005105008,6
34005065025,6
34005192021,4
34005192028,4
34005192024,4
34005192022,4
34005115016,4
34005125015,6
34005125011,6
34005115015,4
34005192033,4
34005192032,4
34005030019,4
34005060007,2
34005060006,4
34005192002,4
34005115012,4
34005115013,4
34005105009,6
34005105017,6
34005105001,6
34005025203,1
34005030005,4
34005030007,4
34005025402,4
34005025202,2
34005025401,4
34005030006,4
34005125007,4
34005125009,4
34005125001,4
34005125010,6
34005065012,6
34005065005,4
34005065006,4
34005065023,6
34005125017,4
34005065009,6
34005125013,6
34005065013,6
34007043028,4
34005192001,4
34005192005,4
34005192004,4
34005030004,4
34005192031,4
34005192018,4
34005192015,4
34005192006,4
34005192016,4
34005192014,4
34005192010,4
34005192003,4
34005192019,4
34005192023,4
34005060005,2
34005030002,2
34005030001,1
34005050204,4
34005045006,2
34005060008,2
34005192009,4
34005192029,4
34005192013,4
34005030003,2
34005045004,1
34005045005,1
34005060004,2
34005192008,4
34005192030,4
34005192012,4
34005192025,4
34005192007,4
34005155007,4
34005155005,4
34005155006,4
34005060001,2
34005010001,1
34005010002,1
34005192026,4
34005192017,4
34005010003,1
34005192027,4
34005192020,4
34005025403,2
34005025201,2
34005025103,2
34005025102,2
34005120003,6
34005095005,2
34005095004,2
34021055W10,5
34021055W01,5
34021055W05,3
34021055W07,3
34021055W14,5
34021055W12,5
34021055W16,5
34021055W04,3
34021055W08,3
34021055W15,3
34021055W13,1
34021055W03,3
34021055N05,1
34021035010,2
34021035009,2
34021055N01,1
34021035006,2
34021035021,2
34021035001,2
34021035020,2
34021055W09,1
34021055N03,3
34021035005,2
34021010007,2
34021010015,2
34021010011,2
34021035003,2
34021055N04,1
34021010023,2
34021010022,2
34021010028,2
34021010025,2
34021010012,3
34021010017,3
34021010004,3
34021010005,1
34021010013,3
34021010027,5
34021010002,3
34021010021,1
34021010008,3
34021010001,3
34021055N11,3
34021055N02,3
34021055N07,1
34021055E01,1
34021055E04,2
34021015012,3
34021055S06,3
34021015005,1
34021015004,2
34021055N08,5
34021055N06,5
34021055S03,1
34021055S07,3
34021055N09,3
34021015018,2
34021055E09,2
340210055E7,1
34021055E08,2
34021055E02,2
34021055E06,2
34021055S02,3
34021055S08,1
34021015039,2
34021055S05,1
34021055W06,1
34021055N10,1
34021055N12,3
34021055E03,1
34021040003,1
34021040001,1
34021010020,1
34021010014,2
34021030011,2
34021010003,1
34021010016,2
34005200001,2
34005150002,2
34005145001,6
34021015015,2
34021015048,2
34021015054,2
34021015034,2
34021015027,2
34023090003,2
34023090011,2
34023090012,2
34021065014,2
34021015062,2
34021015020,2
34021015059,2
34021015040,2
34021005009,6
34021005010,8
34021005011,8
34025010001,2
34025010002,2
34021015050,2
34021015028,2
34021060007,2
34021065011,2
34021065012,2
34021060009,2
34021060006,2
34021065001,2
34021065005,2
34021015055,2
34021015009,2
34021015045,2
34021015057,1
34021015053,1
34021005008,2
34021005013,2
34021005004,2
34021005005,2
34021005002,2
34021015022,1
34021015030,2
34021015003,2
34021065010,2
34021065008,2
34021050006,2
34021020002,2
34021020001,6
34021020004,2
34021020003,2
34023065106,10
34021005012,8
34021005015,8
34021005016,8
34023065103,10
34027135006,3
34027190013,7
34027190008,7
34027135010,5
34027135009,5
34027135011,3
34035005004,1
34035005007,1
34035005006,1
34035005008,1
34035005009,1
34035030022,1
34035030017,1
34027035002,3
34027135013,3
34035100003,3
34035100004,3
34035030024,3
34035020006,3
34035020003,3
34035020007,3
34035030015,3
34035005003,1
34019120001,1
34035035001,1
34035015005,1
34035030006,1
34035010022,1
34035010021,1
34035010004,1
34035030028,1
34035090008,1
34035090003,1
34035090004,1
34035090007,1
34035090005,1
34035030011,1
34035030026,1
34035005005,1
34019030005,1
34019030006,1
34019120005,1
34019110003,1
34019120002,1
34035100007,12
34027065004,5
34035100011,12
34027082001,12
34035030027,1
34035030021,1
34035030007,1
34035030018,1
34035030013,1
34035075001,1
34035005001,1
34035075002,1
34027135022,3
34027030001,1
34027035001,1
34027135001,1
34027135002,1
34027135003,1
34027135004,1
34035010015,3
34035010019,5
34035100006,12
34035010017,3
34035010009,3
34035010006,1
34035010011,5
34035010010,5
34035100002,5
34035030004,1
34035030029,1
34035030032,1
34035030019,1
34035065007,2
34035050001,2
34035050026,2
34035065009,2
34035010012,1
34035010008,1
34035030030,1
34035030025,1
34035050002,2
34035050017,1
34035050016,2
34035100005,5
34035100012,12
34035040220,12
34035040219,5
34035040551,12
34035040222,12
34035025010,1
34035030016,2
34035030033,1
34035030031,1
34035030036,1
34035030035,1
34035080005,1
34035050027,1
34035050009,3
34035060001,3
34035040327,3
34035025013,2
34035050028,2
34019030004,1
34019070002,1
34019030003,1
34019030009,1
34019030012,1
34027035005,1
34027135005,1
34019025001,1
34035025006,2
34035030001,2
34035030002,2
34035080002,2
34035025015,2
34035025003,1
34035025005,2
34019025002,1
34019030002,1
34019030008,1
34019060001,1
34035025016,1
34035025007,1
34019110002,1
34019110004,2
34019110010,1
34035025011,2
34035025009,2
34035025014,2
34019110012,2
34035000005,11
34035100013,12
34023085207,11
34023055002,12
34023055001,11
34035045003,12
34035025002,2
34019110015,2
34019110009,2
34019110013,1
34019110008,2
34019110016,2
34019110007,2
34019105001,2
34019105012,2
34019105002,2
34027135007,1
34035065008,2
34019105006,1
34019105017,1
34019105021,1
34019105019,1
34019105004,1
34019105020,2
34019105015,2
34019045002,1
34019045001,2
34019110005,2
34019110014,2
34019105014,2
34019105009,2
34019105007,2
34027190006,7
34027190009,7
34027190011,9
34019120004,1
34019120003,1
34041080004,5
34041040001,7
34019030010,1
34019070003,1
34027135019,7
34027135016,5
34027135021,7
34041040007,7
34027190010,7
34035040221,12
34035040550,12
34035040437,12
34035040214,12
34035040548,12
34035040435,12
34035040442,12
34035040549,12
34035040523,12
34035050013,2
34035050033,2
34035050015,1
34035050006,1
34035040211,3
34035040212,5
34035055003,1
34035055002,1
34035040102,1
34023105007,2
34035040103,2
34035030008,3
34035055007,3
34035055006,3
34035050005,1
34035055005,1
34035040438,12
34035040439,12
34023075018,10
34023075015,10
34035040440,12
34035040441,12
34023075027,10
34023075019,10
34023075002,10
34035040443,12
34035040546,12
34035020004,3
34035040217,5
34035040218,5
34035040216,5
34023105024,2
34035040104,1
34023105009,2
34023105005,2
34035040105,1
34023105006,2
34035050014,2
34035065017,2
34035050004,1
34035050023,2
34035065012,2
34035050018,2
34035050022,2
34035050020,2
34035050011,1
34035040110,3
34023085210,11
34023085310,12
34035030020,1
34035040547,12
34035055004,1
34035050029,2
34035050021,2
34023085304,12
34035040436,12
34035050025,2
34035050012,1
34035055001,1
34035030003,1
34035090009,1
34035090006,1
34035090012,1
34035065005,2
34035065006,2
34035080001,2
34035040106,1
34035040107,1
34035040108,1
34035050024,2
34035050032,2
34035050019,2
34035065010,2
34035040109,1
34035090001,1
34023075003,12
34035065011,2
34035080004,1
34035090002,1
34035090011,1
34035080003,1
34035030005,1
34035030034,1
34035090010,1
34023105008,2
34023105022,2
34023075017,10
34035040333,3
34035040331,3
34035040330,10
34023075012,12
34023075022,10
34023075009,10
34023075005,10
34023075026,10
34023075025,10
34023105021,2
34023105018,1
34023105011,1
34023105012,1
34023075021,10
34035040332,3
34035040334,3
34035095001,3
34035095003,3
34035020001,5
34035095002,5
34035040213,5
34023085309,12
34023085308,12
34023055009,12
34023055004,12
34023055006,5
34023055003,11
34035030009,5
34035045004,12
34023055010,11
34035040215,12
34035020002,3
34035020005,3
34035030012,5
34023085204,11
34023085108,11
34023085106,11
34023015003,11
34023015006,11
34035010005,1
34035015006,3
34027090003,3
34027090004,1
34027090001,1
34027090005,1
34027160017,1
34027160013,1
34027090002,1
34035015003,1
34035010002,3
34035015002,1
34035010001,3
34035010003,5
34035015007,3
34035015001,1
34027160018,1
34027110013,12
34027110014,12
34027110011,12
34035010007,3
34027160014,1
34027160012,1
34027082002,12
34027160004,1
34027160008,1
34027160015,3
34027160001,3
34027160019,1
34027110016,5
34035015004,1
34027110017,3
34027110018,3
34027110022,5
34027160009,1
34027180402,1
34027180401,1
34035010024,1
34035010023,1
34027180406,1
34027180303,1
34027180405,1
34027180404,1
34027180403,1
34027110002,3
34027110001,1
34027115005,1
34027120402,12
34027110019,12
34027120401,12
34027110020,3
34027120302,12
34027160003,1
34027115003,1
34027120301,5
34027120303,12
34027120403,5
34027120103,3
34027120203,3
34027120202,3
34037035001,7
34037065001,9
34037065002,7
34037090012,7
34037090007,3
34037090010,3
34037090003,7
34037030001,7
34037045002,7
34037055002,7
34037055001,7
34037055003,7
34037065003,9
34037120003,7
34037120002,9
34037120008,7
34037070002,11
34037010004,7
34037010003,7
34037020006,3
34037090006,3
34037090004,3
34037060007,1
34037060010,3
34037060002,3
34037120005,11
34037120004,7
34027070006,3
34027070004,3
34037090013,5
34027070008,5
34037010001,7
34037010002,7
34037090008,7
34037110001,7
34027070014,7
34027070012,7
34037105001,7
34037120007,7
34037070001,11
34037060005,3
34037060008,1
34037070003,11
34037110004,7
34037085001,7
34037025002,7
34037025001,7
34037110002,7
34037110018,9
34037110011,9
34037015001,7
34037050003,7
34037050004,9
34037075002,9
34037010005,7
34037005001,7
34037035004,7
34037020003,7
34037050001,7
34037075003,7
34037075004,7
34037075001,7
34037075006,7
34037100003,7
34037110005,9
34037035003,7
34037075005,7
34037090001,7
34027070007,3
34037090011,5
34037080002,7
34037080001,7
34027070005,1
34037090009,3
34037060001,3
34037060003,3
34037060009,1
34037060011,3
34027175402,1
34027175401,1
34027175404,1
34037120006,7
34037110010,7
34037110014,9
34037110013,7
34037110019,9
34025105004,10
34025105005,10
34025105002,10
34025105006,10
34025155030,10
34023077608,10
34025130020,10
34025130024,10
34025130019,10
34025130009,10
34025130004,10
34025130003,10
34025130023,10
34023077510,10
34023065307,10
34023065305,10
34023077306,10
34023077307,10
34025140009,10
34023077208,10
34023077202,10
34025140004,10
34025155045,8
34025155001,10
34025155020,8
34025155022,10
34025155031,8
34025155014,8
34025155011,8
34025155012,8
34025155032,8
34025155018,8
34025200006,8
34025225002,8
34025155010,10
34025200008,8
34025ZZZZZZ,10
34039020102,12
34039020105,10
34039020104,12
34039020107,12
34039020108,12
34025085002,10
34025085001,10
34025085003,10
34025140010,10
34025140002,10
34025140005,10
34023077507,10
34023077207,10
34025140024,10
34025140008,10
34025140012,10
34025140018,10
34025140016,10
34025130007,10
34025140015,10
34025155036,10
34025155034,8
34023065304,10
34025130021,10
34025130022,10
34025130001,10
34025140019,10
34025140027,10
34025140023,10
34023065310,10
34023065309,10
34023065306,10
34025080004,10
34025080020,10
34025080018,8
34025095004,8
34025080009,8
34025080026,10
34025080013,10
34023065302,10
34023065303,10
34023065301,10
34023120005,10
34023120006,10
34023077602,10
34023077404,10
34023077405,10
34023077407,10
34023077509,10
34023077401,10
34023077409,10
34023077403,10
34025155023,10
34025047002,10
34025090005,10
34023080105,10
34023095006,10
34023100202,10
34025140013,10
34025155043,10
34025155041,8
34025155040,8
34025155035,8
34025140025,10
34025047006,10
34025047004,10
34025003013,10
34025145004,10
34025140026,10
34025047008,10
34025155005,10
34025155019,10
34025155044,10
34025155039,10
34025155038,10
34025210002,10
34025247002,10
34025247001,10
34025082007,10
34025082005,8
34025082011,10
34025082017,8
34025090006,10
34025155002,10
34025065001,10
34025210001,10
34025025002,10
34025003001,10
34025003005,10
34025003012,10
34025003011,10
34025003010,10
34025003009,10
34023120002,10
34023120007,10
34023120001,10
34023120004,10
34023077204,10
34023077406,10
34025130012,10
34025025004,10
34025025001,10
34025025003,10
34025210005,10
34023115010,10
34023095033,10
34023095028,12
34023077606,10
34023077605,10
34023077505,10
34023077508,10
34023077506,10
34025050001,10
34025125001,10
34025125008,10
34025125002,10
34025165001,10
34025210004,10
34025090001,10
34025090002,10
34025090007,10
34025065002,8
34025065005,10
34025190001,10
34025065004,8
34025065003,10
34025065006,10
34025247004,8
34025247006,8
34025005001,10
34025015006,10
34025015007,10
34025120001,10
34025185016,8
34025185020,8
34029070007,8
34029070014,8
34029070008,8
34029035003,8
34029035034,8
34029035009,8
34029035004,8
34029035010,8
34029035060,8
34029025137,8
34029110001,8
34029050001,8
34029050002,8
34029110002,8
34029055021,8
34029055013,8
34029055031,8
34029020002,8
34029020001,8
34029070021,8
34025095003,8
34025095025,8
34025095022,8
34025095007,8
34029055002,8
34029035049,8
34029035024,6
34029035059,8
34029035043,8
34029070029,8
34029070020,8
34029035050,6
34029035044,6
34029035052,8
34029070041,6
34029070016,8
34029070026,6
34029070042,8
34029070005,6
34025095029,8
34025095013,8
34025095001,8
34025095010,8
34025095031,6
34025095030,8
34025047003,10
34025140001,10
34025140014,10
34025140006,10
34025047007,10
34025047001,10
34025095027,10
34025170020,8
34025185022,8
34025170019,8
34029070035,8
34029090002,8
34029070017,8
34029070036,8
34029070027,8
34029070004,8
34029070012,8
34029055018,6
34029055019,8
34029025421,8
34029035014,8
34029055022,8
34029055005,8
34029055026,8
34029090031,8
34029090037,8
34029090005,8
34029075002,8
34029035056,8
34029035057,8
34029035039,8
34029035023,8
34029035028,8
34029035035,8
34029035022,8
34029070030,8
34029070023,8
34029070031,8
34029070034,8
34025200001,8
34025200002,8
34025200005,8
34025045002,10
34025045001,10
34025135001,10
34025135003,10
34025260011,10
34025260009,10
34025260016,10
34029025331,8
34025260018,8
34025260017,8
34029055007,8
34029055008,8
34025260002,8
34025260014,8
34025260012,10
34025260008,8
34025095008,8
34029055027,8
34029055009,8
34025095016,8
34025245003,10
34025135004,10
34025095017,8
34025095009,8
34025095011,8
34025095005,8
34029030036,8
34029030008,8
34029030019,8
34029030045,8
34029070019,8
34029070022,8
34029070018,8
34029070015,8
34029070037,8
34029070028,8
34029030041,8
34029030001,8
34029030016,8
34029070009,8
34029070013,8
34029030050,8
34025095026,8
34029030046,8
34029030021,8
34029030020,8
34029030056,8
34029030017,8
34029030027,8
34029030054,8
34025070001,8
34025095002,8
34029030039,8
34025095015,8
34029030029,8
34025095019,8
34025095018,8
34029020004,8
34029020007,8
34029020005,8
34029123004,10
34029123003,10
34029030023,8
34029030057,8
34029030030,8
34029030003,8
34029030024,8
34029030031,8
34029123001,10
34029030028,8
34029030048,8
34029030047,8
34029035017,8
34029035061,8
34029035046,8
34029035055,8
34029145003,8
34029025301,8
34029120006,8
34029120002,8
34025045003,8
34029030026,8
34029095001,8
34029070011,8
34029070001,8
34029055015,8
34029120004,8
34029120005,8
34029120003,8
34029120001,8
34029120010,8
34029055032,6
34029055025,8
34029055012,8
34029035002,8
34029035001,6
34029035036,8
34029090010,8
34025080011,8
34029055006,6
34029055016,6
34029070006,6
34029070043,8
34029030002,8
34029030042,8
34029030011,8
34025080002,10
34025095032,8
34025095014,8
34029030038,8
34029030022,8
34029030052,8
34029030014,8
34029035058,8
34029035030,8
34029035048,8
34029070032,8
34029090029,8
34029065001,8
34029090001,8
34029090008,8
34029090011,8
34029090012,8
34029090007,8
34029090006,8
34029090018,8
34029090019,8
34029090015,8
34029025424,8
34029025425,8
34029025423,8
34029090039,8
34029090028,8
34029035006,6
34029035037,6
34029035021,8
34029035025,8
34029035051,6
34029090004,8
34029035063,8
34029035013,8
34029090024,8
34029090033,8
34029090003,8
34029025418,8
34029035040,6
34029145001,6
34029025414,6
34029025326,8
34029025428,8
34029025330,8
34029025319,8
34029025438,8
34029025410,8
34029025412,8
34029025313,8
34029090032,8
34029090036,8
34029090038,8
34029035018,8
34029020006,8
34029090034,8
34029090027,8
34029090025,6
34029090020,8
34029090030,8
34029090035,8
34029090014,8
34029090013,8
34029090017,8
34029025409,8
34029025308,8
34029145002,6
34029025329,8
34029025327,8
34029020003,8
34029070033,8
34029035047,8
34029070038,8
34029070039,6
34029035062,6
34029035045,8
34029090022,8
34029090023,8
34029090021,8
34025080021,10
34025080015,10
34025095021,6
34025095028,6
34029055017,6
34025080010,10
34025080025,10
34025080003,8
34025080017,10
34025075002,10
34025075003,10
34025080006,10
34025080014,10
34025095024,6
34029055010,6
34029055029,6
34029055034,6
34025130013,10
34025130017,10
34025130026,10
34025130006,10
34025080005,10
34025080012,8
34025130027,10
34025130025,10
34025075001,10
34029055033,8
34025140020,10
34025060001,10
34029055028,8
34025140028,10
34025130016,10
34025130014,10
34025130015,10
34025130011,10
34025130005,10
34025130010,10
34025080007,10
34025095020,6
34025080016,8
34025130002,10
34025075004,10
34025075005,8
34025075006,8
34023065311,10
34025095023,8
34029055030,8
34025095006,6
34025095012,8
34025140022,10
34025140017,10
34025140007,10
34025140011,10
34025140021,10
34025080001,10
34025075007,10
34025130008,10
34029120009,8
34029120012,8
34029120014,8
34029120011,8
34029120013,8
34029035041,8
34029035012,8
34029035053,8
34029120015,8
34029035011,8
34029035042,8
34029035038,8
34029123002,8
34029030013,8
34029035033,8
34029120016,8
34029120008,8
34029030005,8
34029010001,8
34029030018,8
34029075001,8
34029130001,8
34029035019,8
34029035027,8
34029035054,8
34029035029,8
34029035005,8
34029035007,8
34029035016,8
34029035031,8
34029035032,8
34029035008,8
34029030055,8
34029030025,8
34029030053,8
34029030007,8
34029030010,8
34029030037,8
34029035026,8
34029105001,8
34029135001,8
34029135002,8
34029030051,8
34029030012,8
34029030032,8
34029030006,8
34029030034,8
34029030004,8
34029030009,8
34029035020,8
34029030044,8
34029030040,8
34029030015,8
34029035015,8
34029030033,8
34029070024,8
34029070003,8
34029030035,8
34029030043,8
34029030049,8
34029120007,8
34025185011,10
34025185002,10
34025225003,8
34025225001,8
34025115006,8
34025200009,8
34025055002,8
34025247015,8
34025230001,8
34025055001,8
34025035004,10
34025235001,10
34025240002,10
34025260005,10
34025260006,10
34025260010,10
34025245002,10
34025220001,10
34025170016,10
34025260003,10
34025035003,10
34025170004,10
34025055008,8
34025055003,8
34025055007,8
34025265006,8
34025265001,8
34025100001,10
34025185004,10
34025185003,10
34025015001,10
34025015009,10
34025015005,10
34025015008,10
34025055005,8
34025055009,8
34025055004,8
34025055006,8
34025170013,8
34025185021,8
34025185012,8
34025247010,8
34025125012,10
34025185019,8
34025247009,8
34025247013,8
34025247005,10
34025247007,8
34025185015,8
34025185018,8
34025185014,8
34025247014,8
34025115002,8
34025115004,10
34025200004,8
34025200003,8
34025200007,8
34025260015,8
34025040001,10
34025170002,10
34025170001,10
34025170014,8
34025170010,8
34025185013,8
34025185017,10
34025247012,8
34025247011,8
34025170018,8
34025170006,8
34025170015,8
34025170017,8
34025135002,10
34025190004,8
34025115001,8
34025172001,10
34025170007,10
34025170005,8
34025170012,8
34025172003,10
34025170008,10
34025170011,10
34025260001,8
34025260004,10
34025260019,8
34025260013,10
34025170009,10
34025185006,8
34025185010,10
34025185008,10
34025185007,10
34025220002,10
34025240003,10
34025245001,8
34025245005,8
34025265002,8
34025035002,10
34025035001,10
34025185005,8
34025015002,10
34025260007,10
34025115003,10
34025115005,10
34025185001,8
34025155042,10
34025155025,10
34025247008,8
34025247003,8
34025240004,10
34025245004,8
34025240001,10
34025172002,10
34025030002,10
34025172004,8
34025015003,10
34025035005,10
34025030001,10
34025040004,10
34025040003,10
34025040002,10
34025015004,10
34025170003,10
34025125010,8
34025265005,8
34025265004,8
34025125004,10
34025265003,8
34025125003,10
34025125007,10
34025125006,10
34025125009,10
34025115007,10
34025190002,10
34025125014,8
34025190005,10
34025190003,10
34025125013,8
34025125017,10
34025125015,10
34025125005,10
34025125011,10
34025125016,10
34025185009,10
34013010108,5
34013010314,5
34013010107,5
34013065406,3
34013065403,3
34013040001,3
34013065303,3
34039080019,9
34039080018,9
34039080023,11
34039080017,9
34023025001,11
34023025066,11
34039010101,9
34039080021,9
34039080015,7
34023025050,12
34013040002,3
34013010104,5
34013040008,5
34013010103,5
34013010109,5
34013010110,5
34013010102,5
34013010105,5
34013010111,5
34013010112,5
34013065401,3
34013040004,5
34013065206,3
34013010207,5
34013010210,5
34013010202,3
34013010201,3
34013010203,3
34013100006,1
34013100011,1
34013100008,1
34013100009,1
34013065208,3
34013065106,3
34013065103,3
34013065105,3
34013065108,3
34013065104,3
34013010205,3
34013010204,3
34013065107,3
34013065109,3
34031010120,3
34013025003,3
34031010112,3
34031010113,3
34025003006,10
34025003007,10
34039060203,7
34023025047,12
34023025057,12
34023025063,12
34023025074,12
34023025018,12
34023025016,12
34039060209,9
34039060206,9
34039060210,7
34039060208,7
34039060211,5
34039080020,11
34039060207,9
34039060105,7
34039060107,5
34023110003,12
